[Log] 5 (index.js, line 80)
[Log] Longitude: -75.78840239009878 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 103 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.362397888687276 (index.js, line 82)
[Log] Longitude: -75.78862616137485 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 104 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36225709089626 (index.js, line 82)
[Log] Longitude: -75.78894472935644 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 105 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36219548500912 (index.js, line 82)
[Log] Longitude: -75.78908411844168 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 106 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36210398590734 (index.js, line 82)
[Log] Longitude: -75.78928493836429 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 107 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:15 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36201945516621 (index.js, line 82)
[Log] Longitude: -75.7894703742204 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 108 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3619322957195 (index.js, line 82)
[Log] Longitude: -75.78966157623654 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 109 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36184900332611 (index.js, line 82)
[Log] Longitude: -75.78984429452248 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 110 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36175435136037 (index.js, line 82)
[Log] Longitude: -75.79005328057974 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 111 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36166233438477 (index.js, line 82)
[Log] Longitude: -75.7902570855731 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 112 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.361570885147636 (index.js, line 82)
[Log] Longitude: -75.79045963262615 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 113 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:21 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36147143458868 (index.js, line 82)
[Log] Longitude: -75.79067990118347 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 114 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.361408307760385 (index.js, line 82)
[Log] Longitude: -75.79081971754931 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 115 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36131159008391 (index.js, line 82)
[Log] Longitude: -75.79103525491519 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 116 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36123772662842 (index.js, line 82)
[Log] Longitude: -75.79120148147922 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 117 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.361159965359676 (index.js, line 82)
[Log] Longitude: -75.79138022752886 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 118 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36107435654629 (index.js, line 82)
[Log] Longitude: -75.79158133623423 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 119 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:27 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36102251951195 (index.js, line 82)
[Log] Longitude: -75.7917049601383 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 120 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.360943330447 (index.js, line 82)
[Log] Longitude: -75.79189871274139 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 121 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36087112268946 (index.js, line 82)
[Log] Longitude: -75.79207538361516 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 122 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3608207074511 (index.js, line 82)
[Log] Longitude: -75.79219873477996 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 123 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:31 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36072204593562 (index.js, line 82)
[Log] Longitude: -75.7924295669909 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 124 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36062928034109 (index.js, line 82)
[Log] Longitude: -75.7926419342948 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 125 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36054688371608 (index.js, line 82)
[Log] Longitude: -75.79283258985015 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 126 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36045575527546 (index.js, line 82)
[Log] Longitude: -75.79304344939374 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 127 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3603947184901 (index.js, line 82)
[Log] Longitude: -75.79318468053316 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 128 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36026673007192 (index.js, line 82)
[Log] Longitude: -75.79347651368153 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 129 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.36021134296925 (index.js, line 82)
[Log] Longitude: -75.79360313518009 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 130 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.360144158523354 (index.js, line 82)
[Log] Longitude: -75.79375734263522 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 131 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.360073436336194 (index.js, line 82)
[Log] Longitude: -75.79392207347155 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 132 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.359997800935744 (index.js, line 82)
[Log] Longitude: -75.79409824822505 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 133 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:41 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35992457051672 (index.js, line 82)
[Log] Longitude: -75.79426882097778 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 134 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35985230055037 (index.js, line 82)
[Log] Longitude: -75.79443630100059 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 135 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35978082564075 (index.js, line 82)
[Log] Longitude: -75.79459809413947 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 136 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35971255861824 (index.js, line 82)
[Log] Longitude: -75.79475375627226 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 137 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.359642205313286 (index.js, line 82)
[Log] Longitude: -75.79491541240714 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 138 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:46 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.359588285250965 (index.js, line 82)
[Log] Longitude: -75.79503930872306 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 139 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35953554995761 (index.js, line 82)
[Log] Longitude: -75.79516048288497 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 140 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.359487708962725 (index.js, line 82)
[Log] Longitude: -75.79527041023539 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 141 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.359410225275106 (index.js, line 82)
[Log] Longitude: -75.79545051507012 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 142 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35934344861359 (index.js, line 82)
[Log] Longitude: -75.79559928206436 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 143 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:51 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.359283686501456 (index.js, line 82)
[Log] Longitude: -75.79573242139304 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 144 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:52 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35924448509463 (index.js, line 82)
[Log] Longitude: -75.7958197555854 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 145 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:53 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35920378134568 (index.js, line 82)
[Log] Longitude: -75.79590944260417 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 146 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:54 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35913262126442 (index.js, line 82)
[Log] Longitude: -75.79606496750785 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 147 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:55 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35908474725976 (index.js, line 82)
[Log] Longitude: -75.79616959985287 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 148 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:56 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.359021546793706 (index.js, line 82)
[Log] Longitude: -75.79630772837845 (index.js, line 83)
[Log] Accuracy: 50 (index.js, line 84)
[Log] 149 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:57 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35894561264301 (index.js, line 82)
[Log] Longitude: -75.7964736874419 (index.js, line 83)
[Log] Accuracy: 50 (index.js, line 84)
[Log] 150 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:58 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35893888417332 (index.js, line 82)
[Log] Longitude: -75.79648839309812 (index.js, line 83)
[Log] Accuracy: 50 (index.js, line 84)
[Log] 151 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:38:59 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35877221866992 (index.js, line 82)
[Log] Longitude: -75.79686599128763 (index.js, line 83)
[Log] Accuracy: 50 (index.js, line 84)
[Log] 152 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:00 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35868712021035 (index.js, line 82)
[Log] Longitude: -75.7970588660828 (index.js, line 83)
[Log] Accuracy: 50 (index.js, line 84)
[Log] 153 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:01 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35858957505098 (index.js, line 82)
[Log] Longitude: -75.79727995253052 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 154 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:02 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.358495979043894 (index.js, line 82)
[Log] Longitude: -75.79749266427825 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 155 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3583895861045 (index.js, line 82)
[Log] Longitude: -75.79773483972531 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 156 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35828504776754 (index.js, line 82)
[Log] Longitude: -75.79797279344348 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 157 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35818551597076 (index.js, line 82)
[Log] Longitude: -75.79819924430922 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 158 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3580931492392 (index.js, line 82)
[Log] Longitude: -75.79840920116112 (index.js, line 83)
[Log] Accuracy: 30 (index.js, line 84)
[Log] 159 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.357998001749614 (index.js, line 82)
[Log] Longitude: -75.79862584520015 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 160 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35789781375166 (index.js, line 82)
[Log] Longitude: -75.79885401304637 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 161 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35779624792153 (index.js, line 82)
[Log] Longitude: -75.79908531755791 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 162 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:10 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35769224777175 (index.js, line 82)
[Log] Longitude: -75.7993221659126 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 163 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3576065329408 (index.js, line 82)
[Log] Longitude: -75.79951737061492 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 164 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.357504937138806 (index.js, line 82)
[Log] Longitude: -75.79974874322943 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 165 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.357419302548905 (index.js, line 82)
[Log] Longitude: -75.79994376523246 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 166 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35733494564458 (index.js, line 82)
[Log] Longitude: -75.80013538994535 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 167 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:15 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35724758388073 (index.js, line 82)
[Log] Longitude: -75.8003333619854 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 168 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35715417063163 (index.js, line 82)
[Log] Longitude: -75.80054114379891 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 169 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35708810775228 (index.js, line 82)
[Log] Longitude: -75.8006874577768 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 170 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35698719801618 (index.js, line 82)
[Log] Longitude: -75.80091208819795 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 171 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35690342761372 (index.js, line 82)
[Log] Longitude: -75.80109856786294 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 172 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35682636464222 (index.js, line 82)
[Log] Longitude: -75.80127011497098 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 173 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:21 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35675359749857 (index.js, line 82)
[Log] Longitude: -75.80143209983362 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 174 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3566861076941 (index.js, line 82)
[Log] Longitude: -75.8015823369351 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 175 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35662681074589 (index.js, line 82)
[Log] Longitude: -75.80171433553915 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 176 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35656047714364 (index.js, line 82)
[Log] Longitude: -75.80186199847958 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 177 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35649350385634 (index.js, line 82)
[Log] Longitude: -75.80201173201203 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 178 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356432842822805 (index.js, line 82)
[Log] Longitude: -75.80214752833854 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 179 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:27 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35637978432411 (index.js, line 82)
[Log] Longitude: -75.80226630514517 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 180 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35633298382209 (index.js, line 82)
[Log] Longitude: -75.80237107369612 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 181 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356288086004994 (index.js, line 82)
[Log] Longitude: -75.80247158188286 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 182 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35624590488475 (index.js, line 82)
[Log] Longitude: -75.80256600893335 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 183 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:31 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356212971396936 (index.js, line 82)
[Log] Longitude: -75.80263973464753 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 184 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356175807715324 (index.js, line 82)
[Log] Longitude: -75.8027229286381 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 185 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35614217567599 (index.js, line 82)
[Log] Longitude: -75.80279821777367 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 186 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35609663993632 (index.js, line 82)
[Log] Longitude: -75.80279977071768 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 187 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35608860705587 (index.js, line 82)
[Log] Longitude: -75.80279506997613 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 188 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35605954934258 (index.js, line 82)
[Log] Longitude: -75.8027780658449 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 189 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356077071033205 (index.js, line 82)
[Log] Longitude: -75.8027883192699 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 190 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35615688673343 (index.js, line 82)
[Log] Longitude: -75.8024763530193 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 191 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356201520527655 (index.js, line 82)
[Log] Longitude: -75.80237495785696 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 192 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35623645475972 (index.js, line 82)
[Log] Longitude: -75.8022955972774 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 193 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35627790516739 (index.js, line 82)
[Log] Longitude: -75.80220143379847 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 194 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35632962150268 (index.js, line 82)
[Log] Longitude: -75.80208394800138 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 195 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356383153542794 (index.js, line 82)
[Log] Longitude: -75.80196233837341 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 196 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35643665700298 (index.js, line 82)
[Log] Longitude: -75.80184079291939 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 197 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35648553407266 (index.js, line 82)
[Log] Longitude: -75.80173014721368 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 198 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:46 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356537314639034 (index.js, line 82)
[Log] Longitude: -75.80161298228631 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 199 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3565908782329 (index.js, line 82)
[Log] Longitude: -75.80149178193096 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 200 (index.js, line 80)
