[Log] 9 (index.js, line 80)
[Log] Longitude: -75.69144903889537 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 107 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:59 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407489071975 (index.js, line 82)
[Log] Longitude: -75.69145161436609 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 108 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:00 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407728251011 (index.js, line 82)
[Log] Longitude: -75.69144632263487 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 109 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:01 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434078461173335 (index.js, line 82)
[Log] Longitude: -75.69144371605944 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 110 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:02 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43408090626762 (index.js, line 82)
[Log] Longitude: -75.69143830678513 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 111 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43408827095896 (index.js, line 82)
[Log] Longitude: -75.69142290110904 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 112 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43409006997089 (index.js, line 82)
[Log] Longitude: -75.69141914660577 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 113 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434093452940296 (index.js, line 82)
[Log] Longitude: -75.69141208812653 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 114 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4340921865095 (index.js, line 82)
[Log] Longitude: -75.69141473039053 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 115 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434093282918745 (index.js, line 82)
[Log] Longitude: -75.69141244206548 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 116 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4340924199445 (index.js, line 82)
[Log] Longitude: -75.69141424351983 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 117 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43409760330401 (index.js, line 82)
[Log] Longitude: -75.69140342759056 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 118 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:10 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410322504287 (index.js, line 82)
[Log] Longitude: -75.69139169685513 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 119 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341024489176 (index.js, line 82)
[Log] Longitude: -75.69139331561018 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 120 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410552263092 (index.js, line 82)
[Log] Longitude: -75.691386902472 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 121 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341073841367 (index.js, line 82)
[Log] Longitude: -75.69138301798375 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 122 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410700089903 (index.js, line 82)
[Log] Longitude: -75.6913838168839 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 123 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:15 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410351637704 (index.js, line 82)
[Log] Longitude: -75.6913910881849 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 124 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410448641872 (index.js, line 82)
[Log] Longitude: -75.69138906474109 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 125 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434103968542374 (index.js, line 82)
[Log] Longitude: -75.69139014489338 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 126 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434104532830005 (index.js, line 82)
[Log] Longitude: -75.6913889671705 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 127 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410198526431 (index.js, line 82)
[Log] Longitude: -75.69139428345807 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 128 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434104653683136 (index.js, line 82)
[Log] Longitude: -75.69138871538598 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 129 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:21 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341040553912 (index.js, line 82)
[Log] Longitude: -75.69138996383117 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 130 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410399657295 (index.js, line 82)
[Log] Longitude: -75.69139008694037 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 131 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434103781059186 (index.js, line 82)
[Log] Longitude: -75.691390536158 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 132 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410462243594 (index.js, line 82)
[Log] Longitude: -75.69138878021477 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 133 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410250268117 (index.js, line 82)
[Log] Longitude: -75.6913932036332 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 134 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410499786182 (index.js, line 82)
[Log] Longitude: -75.69138799703069 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 135 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:27 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341061016231 (index.js, line 82)
[Log] Longitude: -75.69138569397182 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 136 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410715529694 (index.js, line 82)
[Log] Longitude: -75.69138349503191 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 137 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411242320634 (index.js, line 82)
[Log] Longitude: -75.69137227015744 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 138 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411696461805 (index.js, line 82)
[Log] Longitude: -75.69136257596256 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 139 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:31 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341216213683 (index.js, line 82)
[Log] Longitude: -75.69135263554926 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 140 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412414687626 (index.js, line 82)
[Log] Longitude: -75.69134724493779 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 141 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434122858389316 (index.js, line 82)
[Log] Longitude: -75.6913499959046 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 142 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434128432795355 (index.js, line 82)
[Log] Longitude: -75.69133809622144 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 143 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341255465664 (index.js, line 82)
[Log] Longitude: -75.69134425724769 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 144 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412623078786 (index.js, line 82)
[Log] Longitude: -75.69134279663558 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 145 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341219632493 (index.js, line 82)
[Log] Longitude: -75.69135190573434 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 146 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412271869601 (index.js, line 82)
[Log] Longitude: -75.69135029385507 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 147 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412912988327 (index.js, line 82)
[Log] Longitude: -75.69133660810621 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 148 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434133061054574 (index.js, line 82)
[Log] Longitude: -75.69132821736275 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 149 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:41 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43413340523309 (index.js, line 82)
[Log] Longitude: -75.69132748296397 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 150 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434139946922066 (index.js, line 82)
[Log] Longitude: -75.69131351858232 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 151 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43414259512033 (index.js, line 82)
[Log] Longitude: -75.69130786636379 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 152 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43414452003827 (index.js, line 82)
[Log] Longitude: -75.6913037569393 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 153 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43413782579007 (index.js, line 82)
[Log] Longitude: -75.69131804677454 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 154 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:46 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434140839304696 (index.js, line 82)
[Log] Longitude: -75.69131161431869 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 155 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43414230286732 (index.js, line 82)
[Log] Longitude: -75.69130849009525 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 156 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43413614855175 (index.js, line 82)
[Log] Longitude: -75.69132162643655 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 157 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341272679187 (index.js, line 82)
[Log] Longitude: -75.69134058328927 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 158 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341233395041 (index.js, line 82)
[Log] Longitude: -75.69134896846663 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 159 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:51 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412813778518 (index.js, line 82)
[Log] Longitude: -75.69133872650127 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 160 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:52 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412643619216 (index.js, line 82)
[Log] Longitude: -75.69134235855017 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 161 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:53 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43413594360701 (index.js, line 82)
[Log] Longitude: -75.69132206452196 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 162 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:54 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43413425028554 (index.js, line 82)
[Log] Longitude: -75.69132567856286 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 163 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:55 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434140559458655 (index.js, line 82)
[Log] Longitude: -75.69131221087446 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 164 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:56 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434148018343244 (index.js, line 82)
[Log] Longitude: -75.69129628951487 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 165 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:57 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434161792371306 (index.js, line 82)
[Log] Longitude: -75.69126688802498 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 166 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:58 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43417441530584 (index.js, line 82)
[Log] Longitude: -75.69123994348047 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 167 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:04:59 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434184661615895 (index.js, line 82)
[Log] Longitude: -75.69121807162446 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 168 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:00 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43419622443991 (index.js, line 82)
[Log] Longitude: -75.69119339084864 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 169 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:01 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43419806618348 (index.js, line 82)
[Log] Longitude: -75.69118945921218 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 170 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:02 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43420902336167 (index.js, line 82)
[Log] Longitude: -75.69116607075557 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 171 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43421536699017 (index.js, line 82)
[Log] Longitude: -75.6911525293981 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 172 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43422083569824 (index.js, line 82)
[Log] Longitude: -75.69114085563342 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 173 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434230718522244 (index.js, line 82)
[Log] Longitude: -75.69111976008571 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 174 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434248677346474 (index.js, line 82)
[Log] Longitude: -75.69108142597543 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 175 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434259674033235 (index.js, line 82)
[Log] Longitude: -75.69105795271753 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 176 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43426794900301 (index.js, line 82)
[Log] Longitude: -75.69104028883885 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 177 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43427371363444 (index.js, line 82)
[Log] Longitude: -75.69102798446693 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 178 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:10 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434284853225854 (index.js, line 82)
[Log] Longitude: -75.69100420638279 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 179 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429162097918 (index.js, line 82)
[Log] Longitude: -75.69098975938687 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 180 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429492535927 (index.js, line 82)
[Log] Longitude: -75.69098270647373 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 181 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429360149347 (index.js, line 82)
[Log] Longitude: -75.69098553176445 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 182 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429533386904 (index.js, line 82)
[Log] Longitude: -75.69098183390452 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 183 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:15 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434295865529116 (index.js, line 82)
[Log] Longitude: -75.69098069940082 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 184 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4342944686003 (index.js, line 82)
[Log] Longitude: -75.69098368152481 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 185 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429571572688 (index.js, line 82)
[Log] Longitude: -75.69098101863347 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 186 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429416899582 (index.js, line 82)
[Log] Longitude: -75.69098432031751 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 187 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429590688555 (index.js, line 82)
[Log] Longitude: -75.69098061132536 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 188 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429849947507 (index.js, line 82)
[Log] Longitude: -75.69097507664992 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 189 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:21 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43430033340351 (index.js, line 82)
[Log] Longitude: -75.69097116236662 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 190 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434291803866586 (index.js, line 82)
[Log] Longitude: -75.6909893691045 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 191 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434289368890795 (index.js, line 82)
[Log] Longitude: -75.69099456686672 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 192 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43428766086941 (index.js, line 82)
[Log] Longitude: -75.6909982129946 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 193 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429084807312 (index.js, line 82)
[Log] Longitude: -75.69099140957405 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 194 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429354175639 (index.js, line 82)
[Log] Longitude: -75.69098565913009 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 195 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:27 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434294451272976 (index.js, line 82)
[Log] Longitude: -75.69098188584007 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 196 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429568199911 (index.js, line 82)
[Log] Longitude: -75.69098095602004 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 197 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4342938909018 (index.js, line 82)
[Log] Longitude: -75.69098505107553 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 198 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43429465037345 (index.js, line 82)
[Log] Longitude: -75.69100230939284 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 199 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:31 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434289663141065 (index.js, line 82)
[Log] Longitude: -75.69103114313975 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 200 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43428505309432 (index.js, line 82)
[Log] Longitude: -75.6910650898476 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 201 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43424941257277 (index.js, line 82)
[Log] Longitude: -75.69107985666051 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 202 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43423217473028 (index.js, line 82)
[Log] Longitude: -75.69111665190576 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 203 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:05:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4342175887534 (index.js, line 82)
[Log] Longitude: -75.6911477864196 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 204 (index.js, line 80)
