[Log] 13 (index.js, line 80)
[Log] 201 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37093656032181 (index.js, line 82)
[Log] Longitude: -75.76860215256602 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 202 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37100436458041 (index.js, line 82)
[Log] Longitude: -75.76844856270327 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 203 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.371067224808904 (index.js, line 82)
[Log] Longitude: -75.76830731355585 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 204 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37113198949214 (index.js, line 82)
[Log] Longitude: -75.76816239798063 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 205 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37119912486351 (index.js, line 82)
[Log] Longitude: -75.76801090457593 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 206 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37126909255367 (index.js, line 82)
[Log] Longitude: -75.76785579451098 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 207 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:41 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37134774940313 (index.js, line 82)
[Log] Longitude: -75.76768142211222 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 208 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37142011020382 (index.js, line 82)
[Log] Longitude: -75.7675210065645 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 209 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37148414717993 (index.js, line 82)
[Log] Longitude: -75.76737904430047 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 210 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37156879166605 (index.js, line 82)
[Log] Longitude: -75.76719320277334 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 211 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37164108018987 (index.js, line 82)
[Log] Longitude: -75.76703451173671 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 212 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.371734478261125 (index.js, line 82)
[Log] Longitude: -75.76682419145072 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 213 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.371815731071884 (index.js, line 82)
[Log] Longitude: -75.76664261061524 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 214 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37189914173782 (index.js, line 82)
[Log] Longitude: -75.76645620822092 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 215 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.371979862065174 (index.js, line 82)
[Log] Longitude: -75.76627439491858 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 216 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37205638917174 (index.js, line 82)
[Log] Longitude: -75.76609888703388 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 217 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37212303444242 (index.js, line 82)
[Log] Longitude: -75.76594604302954 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 218 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:51 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37221448674781 (index.js, line 82)
[Log] Longitude: -75.76573660218855 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 219 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:52 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37229511830113 (index.js, line 82)
[Log] Longitude: -75.76555194951652 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 220 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:53 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37238361056025 (index.js, line 82)
[Log] Longitude: -75.76534929408808 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 221 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:55 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.372462477238564 (index.js, line 82)
[Log] Longitude: -75.76516868306499 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 222 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:56 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.372540512553236 (index.js, line 82)
[Log] Longitude: -75.76498997499584 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 223 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:57 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37261846587702 (index.js, line 82)
[Log] Longitude: -75.76481145420985 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 224 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:58 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.372712832970585 (index.js, line 82)
[Log] Longitude: -75.76459576688649 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 225 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:48:59 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.372788163042166 (index.js, line 82)
[Log] Longitude: -75.76442359211796 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 226 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:00 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37288419787003 (index.js, line 82)
[Log] Longitude: -75.76420409495768 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 227 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:01 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37298450285442 (index.js, line 82)
[Log] Longitude: -75.76397483680921 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 228 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:02 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3730492508517 (index.js, line 82)
[Log] Longitude: -75.76382684841519 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 229 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37312313971167 (index.js, line 82)
[Log] Longitude: -75.76365796681785 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 230 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37321346612773 (index.js, line 82)
[Log] Longitude: -75.76345151530404 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 231 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37330428645285 (index.js, line 82)
[Log] Longitude: -75.76324393419782 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 232 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.373388913954535 (index.js, line 82)
[Log] Longitude: -75.76305354450596 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 233 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37347831486397 (index.js, line 82)
[Log] Longitude: -75.76284951785055 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 234 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37356624957931 (index.js, line 82)
[Log] Longitude: -75.76264883675321 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 235 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37365123227641 (index.js, line 82)
[Log] Longitude: -75.76245487231063 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 236 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:10 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37374077169385 (index.js, line 82)
[Log] Longitude: -75.76224976779486 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 237 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3738328377942 (index.js, line 82)
[Log] Longitude: -75.76203887583688 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 238 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37392023466964 (index.js, line 82)
[Log] Longitude: -75.76183913050045 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 239 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37401694976496 (index.js, line 82)
[Log] Longitude: -75.76161806934579 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 240 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.374112138395496 (index.js, line 82)
[Log] Longitude: -75.76140046032378 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 241 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:15 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37420924002689 (index.js, line 82)
[Log] Longitude: -75.76117847863316 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 242 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37430460543541 (index.js, line 82)
[Log] Longitude: -75.76096046574094 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 243 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37439298874944 (index.js, line 82)
[Log] Longitude: -75.76075841325292 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 244 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37448085396213 (index.js, line 82)
[Log] Longitude: -75.76055754560912 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 245 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37454647517067 (index.js, line 82)
[Log] Longitude: -75.760407529433 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 246 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.374654393451145 (index.js, line 82)
[Log] Longitude: -75.7601623998562 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 247 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:21 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.374736478808295 (index.js, line 82)
[Log] Longitude: -75.75997595064109 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 248 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.374822747287084 (index.js, line 82)
[Log] Longitude: -75.75978011876941 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 249 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37490733479655 (index.js, line 82)
[Log] Longitude: -75.75958849716699 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 250 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3749852337981 (index.js, line 82)
[Log] Longitude: -75.75941202667309 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 251 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.375063190652114 (index.js, line 82)
[Log] Longitude: -75.75923358495857 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 252 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37513607040625 (index.js, line 82)
[Log] Longitude: -75.75906639742243 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 253 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:27 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37521485412672 (index.js, line 82)
[Log] Longitude: -75.75888566607318 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 254 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3752897733089 (index.js, line 82)
[Log] Longitude: -75.75871379907767 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 255 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.375365719691494 (index.js, line 82)
[Log] Longitude: -75.75853945254494 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 256 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37544212015969 (index.js, line 82)
[Log] Longitude: -75.75836259667994 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 257 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:31 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37551560585627 (index.js, line 82)
[Log] Longitude: -75.758192488247 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 258 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37559371186524 (index.js, line 82)
[Log] Longitude: -75.75801193845109 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 259 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37566893074855 (index.js, line 82)
[Log] Longitude: -75.75783807322296 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 260 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.375747368329755 (index.js, line 82)
[Log] Longitude: -75.75765676840092 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 261 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.375787473398326 (index.js, line 82)
[Log] Longitude: -75.75756406717119 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 262 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37589825931149 (index.js, line 82)
[Log] Longitude: -75.7573122852773 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 263 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3759721305919 (index.js, line 82)
[Log] Longitude: -75.75714445109043 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 264 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.376045770975765 (index.js, line 82)
[Log] Longitude: -75.75697714109992 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 265 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37611589861115 (index.js, line 82)
[Log] Longitude: -75.75681781159801 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 266 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37619028197743 (index.js, line 82)
[Log] Longitude: -75.75664881343982 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 267 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:41 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37625580236235 (index.js, line 82)
[Log] Longitude: -75.75649995149433 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 268 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37633301487204 (index.js, line 82)
[Log] Longitude: -75.75632053161826 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 269 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37640732665473 (index.js, line 82)
[Log] Longitude: -75.75614785033395 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 270 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37648167594366 (index.js, line 82)
[Log] Longitude: -75.755975081629 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 271 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37655139353591 (index.js, line 82)
[Log] Longitude: -75.75581362194498 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 272 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:46 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37661805662381 (index.js, line 82)
[Log] Longitude: -75.75566041647107 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 273 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.376682625781704 (index.js, line 82)
[Log] Longitude: -75.75551202338829 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 274 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37675200250777 (index.js, line 82)
[Log] Longitude: -75.75535258125456 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 275 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.376816631425626 (index.js, line 82)
[Log] Longitude: -75.75520405000134 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 276 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37686548789919 (index.js, line 82)
[Log] Longitude: -75.75509176720516 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 277 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:51 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37691599773961 (index.js, line 82)
[Log] Longitude: -75.75497396806895 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 278 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:52 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37696187757956 (index.js, line 82)
[Log] Longitude: -75.75486604582693 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 279 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:53 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37699617284197 (index.js, line 82)
[Log] Longitude: -75.75478537262825 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 280 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:54 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37702164022123 (index.js, line 82)
[Log] Longitude: -75.75472546624951 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 281 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:55 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37703733216622 (index.js, line 82)
[Log] Longitude: -75.75468855378858 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 282 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:56 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704278996804 (index.js, line 82)
[Log] Longitude: -75.75467571572517 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 283 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:57 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704682745999 (index.js, line 82)
[Log] Longitude: -75.75466621798114 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 284 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:58 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704696085476 (index.js, line 82)
[Log] Longitude: -75.7546659043146 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 285 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:49:59 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704700190815 (index.js, line 82)
[Log] Longitude: -75.75466580805369 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 286 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:00 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704704284655 (index.js, line 82)
[Log] Longitude: -75.75466571179277 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 287 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:01 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.377047083784944 (index.js, line 82)
[Log] Longitude: -75.75466561553185 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 288 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:02 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.377047124608346 (index.js, line 82)
[Log] Longitude: -75.75466551927093 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 289 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704716554674 (index.js, line 82)
[Log] Longitude: -75.75466542301001 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 290 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704716934159 (index.js, line 82)
[Log] Longitude: -75.7546654138423 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 291 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704721027998 (index.js, line 82)
[Log] Longitude: -75.75466531758138 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 292 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.377047170146554 (index.js, line 82)
[Log] Longitude: -75.7546654118778 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 293 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704721119995 (index.js, line 82)
[Log] Longitude: -75.75466531561688 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 294 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704713484294 (index.js, line 82)
[Log] Longitude: -75.75466549504199 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 295 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.377047175781335 (index.js, line 82)
[Log] Longitude: -75.75466539878107 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 296 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:10 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704700018322 (index.js, line 82)
[Log] Longitude: -75.7546658119827 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 297 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704704112162 (index.js, line 82)
[Log] Longitude: -75.75466571572179 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 298 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:50:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.37704708206002 (index.js, line 82)
